version:v1.0,,,,,,,,,,,,,,,,
Name (example: Chris Green) [displayName] *,User name (example: chris@contoso.com) [userPrincipalName] *,Initial password [passwordProfile] *,Block sign in (Yes/No) [accountEnabled] *,First name [givenName],Last name [surname],Job title [jobTitle],Department [department],Usage location [usageLocation],Street address [streetAddress],State or province [state],Country or region [country],Office [physicalDeliveryOfficeName],City [city],ZIP or postal code [postalCode],Office phone [telephoneNumber],Mobile phone [mobile]
Trace OHara,oharat@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Trace,OHara,,,,,,,,,,,
Janice Denesik,denesikj@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Janice,Denesik,,,,,,,,,,,
Bettye Corwin,corwinb@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Bettye,Corwin,,,,,,,,,,,
Paris Haley,haleyp@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Paris,Haley,,,,,,,,,,,
Mafalda Wilderman,wildermanm@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Mafalda,Wilderman,,,,,,,,,,,
Noel Jakubowski,jakubowskin@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Noel,Jakubowski,,,,,,,,,,,
Branson Schowalter,schowalterb@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Branson,Schowalter,,,,,,,,,,,
Alayna Abernathy,abernathya@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Alayna,Abernathy,,,,,,,,,,,
Josh Pfannerstill,pfannerstillj@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Josh,Pfannerstill,,,,,,,,,,,
Ardella Rodriguez,rodrigueza@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Ardella,Rodriguez,,,,,,,,,,,
Piper Considine,considinep@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Piper,Considine,,,,,,,,,,,
Jade Emmerich,emmerichj@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Jade,Emmerich,,,,,,,,,,,
Arne Ritchie,ritchiea@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Arne,Ritchie,,,,,,,,,,,
Marco Durgan,durganm@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Marco,Durgan,,,,,,,,,,,
Tyson Skiles,skilest@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Tyson,Skiles,,,,,,,,,,,
Isac Beier,beieri@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Isac,Beier,,,,,,,,,,,
Corbin Hahn,hahnc@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Corbin,Hahn,,,,,,,,,,,
Lila Jerde,jerdel@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Lila,Jerde,,,,,,,,,,,
Ernestine Walker,walkere@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Ernestine,Walker,,,,,,,,,,,
Clint Bins,binsc@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Clint,Bins,,,,,,,,,,,
Chase Jast,jastc@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Chase,Jast,,,,,,,,,,,
Rashawn Witting,wittingr@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Rashawn,Witting,,,,,,,,,,,
Gaston Schuppe,schuppeg@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Gaston,Schuppe,,,,,,,,,,,
Declan Anderson,andersond@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Declan,Anderson,,,,,,,,,,,
Adan Koelpin,koelpina@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Adan,Koelpin,,,,,,,,,,,
Patrick Lynch,lynchp@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Patrick,Lynch,,,,,,,,,,,
Iva Rau,raui@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Iva,Rau,,,,,,,,,,,
Kali Smitham,smithamk@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Kali,Smitham,,,,,,,,,,,
Linda Bradtke,bradtkel@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Linda,Bradtke,,,,,,,,,,,
Maureen Lynch,lynchm@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Maureen,Lynch,,,,,,,,,,,
Johann Wiegand,wiegandj@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Johann,Wiegand,,,,,,,,,,,
Morton Koepp,koeppm@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Morton,Koepp,,,,,,,,,,,
Edwin Gulgowski,gulgowskie@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Edwin,Gulgowski,,,,,,,,,,,
Dessie Bergstrom,bergstromd@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Dessie,Bergstrom,,,,,,,,,,,
Candelario Huels,huelsc@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Candelario,Huels,,,,,,,,,,,
Yvonne Abbott,abbotty@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Yvonne,Abbott,,,,,,,,,,,
Aubree Beatty,beattya@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Aubree,Beatty,,,,,,,,,,,
Maye Koss,kossm@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Maye,Koss,,,,,,,,,,,
Elwyn Hauck,haucke@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Elwyn,Hauck,,,,,,,,,,,
Connor Upton,uptonc@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Connor,Upton,,,,,,,,,,,
Jeramy Kuhn,kuhnj@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Jeramy,Kuhn,,,,,,,,,,,
Yessenia Fay,fayy@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Yessenia,Fay,,,,,,,,,,,
Isabell Farrell,farrelli@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Isabell,Farrell,,,,,,,,,,,
Luigi Ondricka,ondrickal@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Luigi,Ondricka,,,,,,,,,,,
Ceasar Davis,davisc@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Ceasar,Davis,,,,,,,,,,,
Coby Raynor,raynorc@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Coby,Raynor,,,,,,,,,,,
Filomena Kunde,kundef@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Filomena,Kunde,,,,,,,,,,,
Gaetano Casper,casperg@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Gaetano,Casper,,,,,,,,,,,
Dereck Kuhic,kuhicd@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Dereck,Kuhic,,,,,,,,,,,
Emmanuel Boyle,boylee@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Emmanuel,Boyle,,,,,,,,,,,
Lucile Wiza,wizal@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Lucile,Wiza,,,,,,,,,,,
Mertie Donnelly,donnellym@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Mertie,Donnelly,,,,,,,,,,,
Deangelo Collier,collierd@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Deangelo,Collier,,,,,,,,,,,
Jade Stroman,stromanj@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Jade,Stroman,,,,,,,,,,,
Lindsey Dach,dachl@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Lindsey,Dach,,,,,,,,,,,
Shawn Bayer,bayers@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Shawn,Bayer,,,,,,,,,,,
Margaretta Schroeder,schroederm@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Margaretta,Schroeder,,,,,,,,,,,
Pearlie Cummings,cummingsp@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Pearlie,Cummings,,,,,,,,,,,
Fredy Kshlerin,kshlerinf@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Fredy,Kshlerin,,,,,,,,,,,
Roderick Skiles,skilesr@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Roderick,Skiles,,,,,,,,,,,
Willard Cruickshank,cruickshankw@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Willard,Cruickshank,,,,,,,,,,,
Carmine Mills,millsc@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Carmine,Mills,,,,,,,,,,,
Bettie Waelchi,waelchib@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Bettie,Waelchi,,,,,,,,,,,
Delia Wintheiser,wintheiserd@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Delia,Wintheiser,,,,,,,,,,,
Janet Gutmann,gutmannj@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Janet,Gutmann,,,,,,,,,,,
Ferne Hills,hillsf@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Ferne,Hills,,,,,,,,,,,
Talon Wisoky,wisokyt@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Talon,Wisoky,,,,,,,,,,,
Domenick Gleichner,gleichnerd@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Domenick,Gleichner,,,,,,,,,,,
Cordia Miller,millerc@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Cordia,Miller,,,,,,,,,,,
Samson Runolfsdottir,runolfsdottirs@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Samson,Runolfsdottir,,,,,,,,,,,
Kelsi Adams,adamsk@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Kelsi,Adams,,,,,,,,,,,
Deborah Friesen,friesend@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Deborah,Friesen,,,,,,,,,,,
Antoinette Prohaska,prohaskaa@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Antoinette,Prohaska,,,,,,,,,,,
Declan Prosacco,prosaccod@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Declan,Prosacco,,,,,,,,,,,
Brooks Olson,olsonb@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Brooks,Olson,,,,,,,,,,,
Rylee Ruecker,rueckerr@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Rylee,Ruecker,,,,,,,,,,,
Ashley Kovacek,kovaceka@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Ashley,Kovacek,,,,,,,,,,,
Kelvin Graham,grahamk@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Kelvin,Graham,,,,,,,,,,,
Keshaun Jakubowski,jakubowskik@teamturtle319outlook.onmicrosoft.com,C#Javascript,No,Keshaun,Jakubowski,,,,,,,,,,,
